lower guild,upper guild,lower.species,upper.species,fortotals,lower,upper
01PLANT.,09MAMMAL.,Sinapis arvensis,Apodemus sylvaticus,5.92E-01,01PLANT.Sinapis arvensis,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Stachys sylvatica,Apodemus flavicollis,9.05E-03,01PLANT.Stachys sylvatica,09MAMMAL.Apodemus flavicollis
01PLANT.,09MAMMAL.,Stachys sylvatica,Apodemus sylvaticus,3.07E-02,01PLANT.Stachys sylvatica,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Stachys sylvatica,Micromys minutus,2.84E-03,01PLANT.Stachys sylvatica,09MAMMAL.Micromys minutus
01PLANT.,09MAMMAL.,Stachys sylvatica,Myodes glareolus,1.42E-02,01PLANT.Stachys sylvatica,09MAMMAL.Myodes glareolus
01PLANT.,09MAMMAL.,Stellaria graminea,Apodemus flavicollis,3.07E-03,01PLANT.Stellaria graminea,09MAMMAL.Apodemus flavicollis
01PLANT.,09MAMMAL.,Stellaria graminea,Apodemus sylvaticus,1.79E-01,01PLANT.Stellaria graminea,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Stellaria graminea,Myodes glareolus,4.84E-03,01PLANT.Stellaria graminea,09MAMMAL.Myodes glareolus
01PLANT.,09MAMMAL.,Stellaria media,Myodes glareolus,3.28E-06,01PLANT.Stellaria media,09MAMMAL.Myodes glareolus
01PLANT.,09MAMMAL.,Trifolium pratense/repens,Apodemus sylvaticus,1.10E+00,01PLANT.Trifolium pratense/repens,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Triticum aestivum,Apodemus sylvaticus,5.63E-01,01PLANT.Triticum aestivum,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Urtica dioica,Apodemus sylvaticus,9.07E+00,01PLANT.Urtica dioica,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Urtica dioica,Myodes glareolus,6.73E+00,01PLANT.Urtica dioica,09MAMMAL.Myodes glareolus
01PLANT.,09MAMMAL.,Vicia hirsute,Apodemus sylvaticus,3.83E+00,01PLANT.Vicia hirsute,09MAMMAL.Apodemus sylvaticus
01PLANT.,09MAMMAL.,Vicia sepium,Apodemus sylvaticus,1.09E-04,01PLANT.Vicia sepium,09MAMMAL.Apodemus sylvaticus
01PLANT.,12BFLY.,Bellis perennis,Pieris rapae,1.50E-01,01PLANT.Bellis perennis,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Brassica napus,Pieris rapae,5.34E+00,01PLANT.Brassica napus,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Cardamine pratensis,Inachis io,4.98E+00,01PLANT.Cardamine pratensis,12BFLY.Inachis io
01PLANT.,12BFLY.,Cirsium arvense,Aglais urticae,9.66E+00,01PLANT.Cirsium arvense,12BFLY.Aglais urticae
01PLANT.,12BFLY.,Cirsium arvense,Aphantopus hyperantus,1.79E+01,01PLANT.Cirsium arvense,12BFLY.Aphantopus hyperantus
01PLANT.,12BFLY.,Cirsium arvense,Inachis io,7.11E+01,01PLANT.Cirsium arvense,12BFLY.Inachis io
01PLANT.,12BFLY.,Cirsium arvense,Maniola jurtina,1.50E+02,01PLANT.Cirsium arvense,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Cirsium arvense,Ochlodes sylvanus,7.62E-01,01PLANT.Cirsium arvense,12BFLY.Ochlodes sylvanus
01PLANT.,12BFLY.,Cirsium arvense,Pieris brassicae,7.05E+01,01PLANT.Cirsium arvense,12BFLY.Pieris brassicae
01PLANT.,12BFLY.,Cirsium arvense,Pieris napi,3.86E+01,01PLANT.Cirsium arvense,12BFLY.Pieris napi
01PLANT.,12BFLY.,Cirsium arvense,Pieris rapae,2.48E+00,01PLANT.Cirsium arvense,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Cirsium arvense,Polygonia c-album,2.15E-01,01PLANT.Cirsium arvense,12BFLY.Polygonia c-album
01PLANT.,12BFLY.,Cirsium arvense,Polyommatus icarus,2.27E+00,01PLANT.Cirsium arvense,12BFLY.Polyommatus icarus
01PLANT.,12BFLY.,Cirsium arvense,Pyronia tithonus,3.90E+01,01PLANT.Cirsium arvense,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Cirsium arvense,Thymelicus sylvestris,2.27E-01,01PLANT.Cirsium arvense,12BFLY.Thymelicus sylvestris
01PLANT.,12BFLY.,Cirsium arvense,Vanessa atalanta,1.25E+01,01PLANT.Cirsium arvense,12BFLY.Vanessa atalanta
01PLANT.,12BFLY.,Cirsium vulgare,Aglais urticae,7.68E-01,01PLANT.Cirsium vulgare,12BFLY.Aglais urticae
01PLANT.,12BFLY.,Cirsium vulgare,Aphantopus hyperantus,9.54E-02,01PLANT.Cirsium vulgare,12BFLY.Aphantopus hyperantus
01PLANT.,12BFLY.,Cirsium vulgare,Inachis io,8.89E-01,01PLANT.Cirsium vulgare,12BFLY.Inachis io
01PLANT.,12BFLY.,Cirsium vulgare,Maniola jurtina,2.90E+00,01PLANT.Cirsium vulgare,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Cirsium vulgare,Pieris brassicae,2.56E+00,01PLANT.Cirsium vulgare,12BFLY.Pieris brassicae
01PLANT.,12BFLY.,Cirsium vulgare,Pieris napi,1.39E+00,01PLANT.Cirsium vulgare,12BFLY.Pieris napi
01PLANT.,12BFLY.,Cirsium vulgare,Pieris rapae,3.67E-01,01PLANT.Cirsium vulgare,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Cirsium vulgare,Polygonia c-album,4.14E-03,01PLANT.Cirsium vulgare,12BFLY.Polygonia c-album
01PLANT.,12BFLY.,Cirsium vulgare,Pyronia tithonus,2.73E+00,01PLANT.Cirsium vulgare,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Cirsium vulgare,Vanessa atalanta,7.81E-01,01PLANT.Cirsium vulgare,12BFLY.Vanessa atalanta
01PLANT.,12BFLY.,Conolvulus/Calystegia,Pieris rapae,9.99E-01,01PLANT.Conolvulus/Calystegia,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Epilobium sp.,Pieris brassicae,1.06E+01,01PLANT.Epilobium sp.,12BFLY.Pieris brassicae
01PLANT.,12BFLY.,Glechoma hederacea,Pieris napi,3.51E+00,01PLANT.Glechoma hederacea,12BFLY.Pieris napi
01PLANT.,12BFLY.,Heracleum sphondylium,Maniola jurtina,2.66E-01,01PLANT.Heracleum sphondylium,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Hyacinthoides non-scripta,Inachis io,8.55E+00,01PLANT.Hyacinthoides non-scripta,12BFLY.Inachis io
01PLANT.,12BFLY.,Hyacinthoides non-scripta,Pieris rapae,8.47E+00,01PLANT.Hyacinthoides non-scripta,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Hypochaeris/ Crepis sp.,Aglais urticae,1.08E+01,01PLANT.Hypochaeris/ Crepis sp.,12BFLY.Aglais urticae
01PLANT.,12BFLY.,Hypochaeris/ Crepis sp.,Inachis io,1.62E+01,01PLANT.Hypochaeris/ Crepis sp.,12BFLY.Inachis io
01PLANT.,12BFLY.,Ligustrum vulgare,Pyronia tithonus,2.10E+00,01PLANT.Ligustrum vulgare,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Lotus corniculatus,Ochlodes sylvanus,1.68E-01,01PLANT.Lotus corniculatus,12BFLY.Ochlodes sylvanus
01PLANT.,12BFLY.,Lotus corniculatus,Pieris rapae,5.02E+00,01PLANT.Lotus corniculatus,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Matricaria recutita,Maniola jurtina,7.22E+02,01PLANT.Matricaria recutita,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Matricaria recutita,Thymelicus sylvestris,5.68E+01,01PLANT.Matricaria recutita,12BFLY.Thymelicus sylvestris
01PLANT.,12BFLY.,Medicago sativa ssp. sativa,Pieris brassicae,1.15E+02,01PLANT.Medicago sativa ssp. sativa,12BFLY.Pieris brassicae
01PLANT.,12BFLY.,Medicago sativa ssp. sativa,Pieris napi,3.19E+01,01PLANT.Medicago sativa ssp. sativa,12BFLY.Pieris napi
01PLANT.,12BFLY.,Medicago sativa ssp. sativa,Polyommatus icarus,2.77E+00,01PLANT.Medicago sativa ssp. sativa,12BFLY.Polyommatus icarus
01PLANT.,12BFLY.,Medicago sativa ssp. sativa,Thymelicus sylvestris,2.73E+01,01PLANT.Medicago sativa ssp. sativa,12BFLY.Thymelicus sylvestris
01PLANT.,12BFLY.,Mentha arvensis,Pyronia tithonus,3.89E+00,01PLANT.Mentha arvensis,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Prunella vulgaris,Maniola jurtina,1.01E+02,01PLANT.Prunella vulgaris,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Ranunculus repens,Lycaena phlaeas,2.87E+01,01PLANT.Ranunculus repens,12BFLY.Lycaena phlaeas
01PLANT.,12BFLY.,Ranunculus repens,Maniola jurtina,3.56E+03,01PLANT.Ranunculus repens,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Ranunculus repens,Pieris napi,1.41E+02,01PLANT.Ranunculus repens,12BFLY.Pieris napi
01PLANT.,12BFLY.,Ranunculus repens,Pieris rapae,1.59E+02,01PLANT.Ranunculus repens,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Rubus fruticosus,Aglais urticae,4.99E+00,01PLANT.Rubus fruticosus,12BFLY.Aglais urticae
01PLANT.,12BFLY.,Rubus fruticosus,Inachis io,4.00E+01,01PLANT.Rubus fruticosus,12BFLY.Inachis io
01PLANT.,12BFLY.,Rubus fruticosus,Maniola jurtina,1.76E+02,01PLANT.Rubus fruticosus,12BFLY.Maniola jurtina
01PLANT.,12BFLY.,Rubus fruticosus,Ochlodes sylvanus,1.69E+00,01PLANT.Rubus fruticosus,12BFLY.Ochlodes sylvanus
01PLANT.,12BFLY.,Rubus fruticosus,Pararge aegeria,9.64E+00,01PLANT.Rubus fruticosus,12BFLY.Pararge aegeria
01PLANT.,12BFLY.,Rubus fruticosus,Pieris rapae,1.21E+01,01PLANT.Rubus fruticosus,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Rubus fruticosus,Polygonia c-album,9.90E+00,01PLANT.Rubus fruticosus,12BFLY.Polygonia c-album
01PLANT.,12BFLY.,Rubus fruticosus,Pyronia tithonus,1.64E+02,01PLANT.Rubus fruticosus,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Rubus fruticosus,Vanessa atalanta,2.49E+01,01PLANT.Rubus fruticosus,12BFLY.Vanessa atalanta
01PLANT.,12BFLY.,Senacio jacobaea,Pyronia tithonus,2.57E+00,01PLANT.Senacio jacobaea,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Silene dioica,Pieris brassicae,5.06E+00,01PLANT.Silene dioica,12BFLY.Pieris brassicae
01PLANT.,12BFLY.,Sinapis arvensis,Pieris rapae,4.41E+01,01PLANT.Sinapis arvensis,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Taraxacum officinale,Aglais urticae,5.22E+01,01PLANT.Taraxacum officinale,12BFLY.Aglais urticae
01PLANT.,12BFLY.,Taraxacum officinale,Inachis io,1.67E+02,01PLANT.Taraxacum officinale,12BFLY.Inachis io
01PLANT.,12BFLY.,Taraxacum officinale,Lycaena phlaeas,7.07E-01,01PLANT.Taraxacum officinale,12BFLY.Lycaena phlaeas
01PLANT.,12BFLY.,Taraxacum officinale,Pararge aegeria,1.75E+01,01PLANT.Taraxacum officinale,12BFLY.Pararge aegeria
01PLANT.,12BFLY.,Taraxacum officinale,Pieris brassicae,8.30E+00,01PLANT.Taraxacum officinale,12BFLY.Pieris brassicae
01PLANT.,12BFLY.,Torilis japonica,Pyronia tithonus,3.94E+01,01PLANT.Torilis japonica,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Trifolium pratense/repens,Lycaena phlaeas,4.12E+01,01PLANT.Trifolium pratense/repens,12BFLY.Lycaena phlaeas
01PLANT.,12BFLY.,Trifolium pratense/repens,Ochlodes sylvanus,6.08E+01,01PLANT.Trifolium pratense/repens,12BFLY.Ochlodes sylvanus
01PLANT.,12BFLY.,Trifolium pratense/repens,Pieris rapae,1.39E+02,01PLANT.Trifolium pratense/repens,12BFLY.Pieris rapae
01PLANT.,12BFLY.,Trifolium pratense/repens,Polyommatus icarus,5.90E+01,01PLANT.Trifolium pratense/repens,12BFLY.Polyommatus icarus
01PLANT.,12BFLY.,Trifolium pratense/repens,Pyronia tithonus,3.43E+02,01PLANT.Trifolium pratense/repens,12BFLY.Pyronia tithonus
01PLANT.,12BFLY.,Trifolium pratense/repens,Thymelicus sylvestris,2.47E+01,01PLANT.Trifolium pratense/repens,12BFLY.Thymelicus sylvestris
01PLANT.,12BFLY.,Trifolium pratense/repens,Vanessa cardui,4.74E+01,01PLANT.Trifolium pratense/repens,12BFLY.Vanessa cardui
01PLANT.,12BFLY.,Vicia sativa,Ochlodes sylvanus,1.23E+00,01PLANT.Vicia sativa,12BFLY.Ochlodes sylvanus
01PLANT.,12BFLY.,Vicia sativa,Pieris napi,1.49E+00,01PLANT.Vicia sativa,12BFLY.Pieris napi
01PLANT.,13SFPARA.,Cirsium arvense,Bracon praecox,2.06E+03,01PLANT.Cirsium arvense,13SFPARA.Bracon praecox
01PLANT.,13SFPARA.,Cirsium arvense,Pteromalus albipennis,2.47E+04,01PLANT.Cirsium arvense,13SFPARA.Pteromalus albipennis
01PLANT.,13SFPARA.,Cirsium vulgare,Bracon immutator,1.11E+03,01PLANT.Cirsium vulgare,13SFPARA.Bracon immutator
01PLANT.,13SFPARA.,Cirsium vulgare,Bracon osculator,5.52E+02,01PLANT.Cirsium vulgare,13SFPARA.Bracon osculator
01PLANT.,13SFPARA.,Cirsium vulgare,Crataepus marbis,3.31E+03,01PLANT.Cirsium vulgare,13SFPARA.Crataepus marbis
01PLANT.,13SFPARA.,Cirsium vulgare,Eurytoma sp A,5.52E+02,01PLANT.Cirsium vulgare,13SFPARA.Eurytoma sp A
01PLANT.,13SFPARA.,Cirsium vulgare,Eurytoma sp B,5.52E+02,01PLANT.Cirsium vulgare,13SFPARA.Eurytoma sp B
01PLANT.,13SFPARA.,Cirsium vulgare,Pterandrophysalis levantina,1.11E+03,01PLANT.Cirsium vulgare,13SFPARA.Pterandrophysalis levantina
01PLANT.,13SFPARA.,Cirsium vulgare,Pteromalus beryllii,1.17E+03,01PLANT.Cirsium vulgare,13SFPARA.Pteromalus beryllii
01PLANT.,13SFPARA.,Cirsium vulgare,Pteromalus elevatus,1.11E+03,01PLANT.Cirsium vulgare,13SFPARA.Pteromalus elevatus
01PLANT.,13SFPARA.,Trifolium pratense/repens,Aprostocetus sp,1.11E+03,01PLANT.Trifolium pratense/repens,13SFPARA.Aprostocetus sp
01PLANT.,13SFPARA.,Trifolium pratense/repens,Mesopolobus incultus,4.00E+05,01PLANT.Trifolium pratense/repens,13SFPARA.Mesopolobus incultus
01PLANT.,13SFPARA.,Trifolium pratense/repens,Spintherus dubius,4.14E+04,01PLANT.Trifolium pratense/repens,13SFPARA.Spintherus dubius
01PLANT.,13SFPARA.,Trifolium pratense/repens,Triaspis floricola,2.21E+03,01PLANT.Trifolium pratense/repens,13SFPARA.Triaspis floricola
01PLANT.,13SFPARA.,Trifolium pratense/repens,Trichomalus campestris,9.25E+04,01PLANT.Trifolium pratense/repens,13SFPARA.Trichomalus campestris
01PLANT.,13SFPARA.,Trifolium pratense/repens,Trichomalus rufinus,7.61E+04,01PLANT.Trifolium pratense/repens,13SFPARA.Trichomalus rufinus
01PLANT.,13SFPARA.,Vicia sativa,Pteromalus sequester-group,1.66E+03,01PLANT.Vicia sativa,13SFPARA.Pteromalus sequester-group
01PLANT.,14FLEA.,Acer campestre,Amalaraeus penicilliger mustelae,1.27E+01,01PLANT.Acer campestre,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Acer campestre,Ctenophthalmus nobilis vulgaris,6.65E+00,01PLANT.Acer campestre,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Acer campestre,Hystrichopsylla talpae talpae,1.60E+00,01PLANT.Acer campestre,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Acer campestre,Ixodes trianguliceps,4.85E-01,01PLANT.Acer campestre,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Acer campestre,Megabothris turbidus,1.84E+00,01PLANT.Acer campestre,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Acer campestre,Palaeopsylla minor,9.42E-03,01PLANT.Acer campestre,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Acer campestre,Palaeopsylla soricis soricis,4.66E-01,01PLANT.Acer campestre,14FLEA.Palaeopsylla soricis soricis
01PLANT.,14FLEA.,"Acer pseudoplatanus,",Amalaraeus penicilliger mustelae,3.77E+00,"01PLANT.Acer pseudoplatanus,",14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,"Acer pseudoplatanus,",Ctenophthalmus nobilis vulgaris,2.38E+00,"01PLANT.Acer pseudoplatanus,",14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,"Acer pseudoplatanus,",Hystrichopsylla talpae talpae,2.75E-01,"01PLANT.Acer pseudoplatanus,",14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,"Acer pseudoplatanus,",Ixodes trianguliceps,2.46E-01,"01PLANT.Acer pseudoplatanus,",14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,"Acer pseudoplatanus,",Megabothris turbidus,3.66E-01,"01PLANT.Acer pseudoplatanus,",14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,"Acer pseudoplatanus,",Palaeopsylla soricis soricis,2.46E-01,"01PLANT.Acer pseudoplatanus,",14FLEA.Palaeopsylla soricis soricis
01PLANT.,14FLEA.,Chenopodium sp.,Amalaraeus penicilliger mustelae,1.23E-03,01PLANT.Chenopodium sp.,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Chenopodium sp.,Ctenophthalmus nobilis vulgaris,1.80E-03,01PLANT.Chenopodium sp.,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Chenopodium sp.,Hystrichopsylla talpae talpae,3.43E-04,01PLANT.Chenopodium sp.,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Chenopodium sp.,Ixodes trianguliceps,1.83E-03,01PLANT.Chenopodium sp.,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Chenopodium sp.,Megabothris turbidus,6.83E-03,01PLANT.Chenopodium sp.,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Chenopodium sp.,Palaeopsylla minor,3.29E-04,01PLANT.Chenopodium sp.,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Corylus avellana,Amalaraeus penicilliger mustelae,3.13E+00,01PLANT.Corylus avellana,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Corylus avellana,Ctenophthalmus nobilis vulgaris,1.94E+00,01PLANT.Corylus avellana,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Corylus avellana,Hystrichopsylla talpae talpae,3.11E-01,01PLANT.Corylus avellana,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Corylus avellana,Ixodes trianguliceps,1.53E-01,01PLANT.Corylus avellana,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Corylus avellana,Megabothris turbidus,4.59E-01,01PLANT.Corylus avellana,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Corylus avellana,Palaeopsylla minor,6.60E-03,01PLANT.Corylus avellana,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Corylus avellana,Palaeopsylla soricis soricis,1.40E-01,01PLANT.Corylus avellana,14FLEA.Palaeopsylla soricis soricis
01PLANT.,14FLEA.,Crataegus monogyna,Amalaraeus penicilliger mustelae,3.55E+00,01PLANT.Crataegus monogyna,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Crataegus monogyna,Ctenophthalmus nobilis vulgaris,1.73E+00,01PLANT.Crataegus monogyna,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Crataegus monogyna,Hystrichopsylla talpae talpae,6.50E-01,01PLANT.Crataegus monogyna,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Crataegus monogyna,Ixodes trianguliceps,2.15E-01,01PLANT.Crataegus monogyna,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Crataegus monogyna,Megabothris turbidus,7.23E-01,01PLANT.Crataegus monogyna,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Crataegus monogyna,Nosopsyllus fasciatus,1.82E-03,01PLANT.Crataegus monogyna,14FLEA.Nosopsyllus fasciatus
01PLANT.,14FLEA.,Crataegus monogyna,Palaeopsylla minor,1.08E-01,01PLANT.Crataegus monogyna,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Fallopia convolvulus,Ctenophthalmus nobilis vulgaris,1.43E-05,01PLANT.Fallopia convolvulus,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Fallopia convolvulus,Hystrichopsylla talpae talpae,5.74E-06,01PLANT.Fallopia convolvulus,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Fraxinus excelsior,Amalaraeus penicilliger mustelae,6.09E+00,01PLANT.Fraxinus excelsior,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Fraxinus excelsior,Ctenophthalmus nobilis vulgaris,4.71E+00,01PLANT.Fraxinus excelsior,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Fraxinus excelsior,Hystrichopsylla talpae talpae,3.67E-01,01PLANT.Fraxinus excelsior,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Fraxinus excelsior,Ixodes trianguliceps,3.38E-01,01PLANT.Fraxinus excelsior,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Fraxinus excelsior,Megabothris turbidus,9.79E-01,01PLANT.Fraxinus excelsior,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Fraxinus excelsior,Palaeopsylla minor,7.93E-04,01PLANT.Fraxinus excelsior,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Fraxinus excelsior,Palaeopsylla soricis soricis,3.36E-01,01PLANT.Fraxinus excelsior,14FLEA.Palaeopsylla soricis soricis
01PLANT.,14FLEA.,Geranium dissectum,Ctenophthalmus nobilis vulgaris,2.27E-03,01PLANT.Geranium dissectum,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Geranium dissectum,Ixodes trianguliceps,2.00E-03,01PLANT.Geranium dissectum,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Geranium dissectum,Palaeopsylla minor,1.00E-03,01PLANT.Geranium dissectum,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Geranium robertianum,Amalaraeus penicilliger mustelae,1.30E-02,01PLANT.Geranium robertianum,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Geranium robertianum,Ctenophthalmus nobilis vulgaris,1.32E-02,01PLANT.Geranium robertianum,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Geranium robertianum,Hystrichopsylla talpae talpae,2.61E-03,01PLANT.Geranium robertianum,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Geranium robertianum,Ixodes trianguliceps,9.30E-03,01PLANT.Geranium robertianum,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Geranium robertianum,Palaeopsylla minor,4.65E-03,01PLANT.Geranium robertianum,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Glechoma hederacea,Amalaraeus penicilliger mustelae,6.96E-03,01PLANT.Glechoma hederacea,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Glechoma hederacea,Ctenophthalmus nobilis vulgaris,7.03E-03,01PLANT.Glechoma hederacea,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Glechoma hederacea,Hystrichopsylla talpae talpae,1.39E-03,01PLANT.Glechoma hederacea,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Glechoma hederacea,Ixodes trianguliceps,4.96E-03,01PLANT.Glechoma hederacea,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Glechoma hederacea,Palaeopsylla minor,2.48E-03,01PLANT.Glechoma hederacea,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Hyacinthoides non-scripta,Amalaraeus penicilliger mustelae,4.43E-02,01PLANT.Hyacinthoides non-scripta,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Hyacinthoides non-scripta,Ctenophthalmus nobilis vulgaris,6.64E-02,01PLANT.Hyacinthoides non-scripta,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Hyacinthoides non-scripta,Megabothris turbidus,2.21E-02,01PLANT.Hyacinthoides non-scripta,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Lamium purpureum,Amalaraeus penicilliger mustelae,2.43E-03,01PLANT.Lamium purpureum,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Lamium purpureum,Ctenophthalmus nobilis vulgaris,2.44E-03,01PLANT.Lamium purpureum,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Lamium purpureum,Hystrichopsylla talpae talpae,3.41E-04,01PLANT.Lamium purpureum,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Lamium purpureum,Ixodes trianguliceps,2.66E-03,01PLANT.Lamium purpureum,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Lamium purpureum,Megabothris turbidus,7.18E-04,01PLANT.Lamium purpureum,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Lamium purpureum,Palaeopsylla minor,6.08E-04,01PLANT.Lamium purpureum,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Mercurialis perennis,Amalaraeus penicilliger mustelae,6.49E-03,01PLANT.Mercurialis perennis,14FLEA.Amalaraeus penicilliger mustelae
01PLANT.,14FLEA.,Mercurialis perennis,Ctenophthalmus nobilis vulgaris,6.55E-03,01PLANT.Mercurialis perennis,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Mercurialis perennis,Hystrichopsylla talpae talpae,1.30E-03,01PLANT.Mercurialis perennis,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Mercurialis perennis,Ixodes trianguliceps,4.62E-03,01PLANT.Mercurialis perennis,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Mercurialis perennis,Palaeopsylla minor,2.31E-03,01PLANT.Mercurialis perennis,14FLEA.Palaeopsylla minor
01PLANT.,14FLEA.,Persicaria sp.,Ctenophthalmus nobilis vulgaris,4.20E-03,01PLANT.Persicaria sp.,14FLEA.Ctenophthalmus nobilis vulgaris
01PLANT.,14FLEA.,Persicaria sp.,Hystrichopsylla talpae talpae,8.70E-03,01PLANT.Persicaria sp.,14FLEA.Hystrichopsylla talpae talpae
01PLANT.,14FLEA.,Persicaria sp.,Ixodes trianguliceps,2.15E-03,01PLANT.Persicaria sp.,14FLEA.Ixodes trianguliceps
01PLANT.,14FLEA.,Persicaria sp.,Megabothris turbidus,1.24E-03,01PLANT.Persicaria sp.,14FLEA.Megabothris turbidus
01PLANT.,14FLEA.,Persicaria sp.,Nosopsyllus fasciatus,1.24E-03,01PLANT.Persicaria sp.,14FLEA.Nosopsyllus fasciatus
